Crop,SeedVariety,Season,SoilType,Soil_pH,WaterRequirement,TemperatureC,RainfallMM,HumidityPercent,State,SowingMonth,HarvestMonth,HarvestTimeDays,CommonDisease,PestControl,FertilizerType,FertilizerKgPerAcre,AverageMarketPriceINR_perKg, 
Bael,JL 24,Kharif,Black Soil,6.3,High,18,1821,81,Andhra Pradesh,April,August,152,Rust,Crop Rotation,Compost,39,33,
Bael,RT 46,Annual,Loamy,6.9,High,22,1585,63,Madhya Pradesh,December,August,63,Bacterial Blight,Neem Oil Spray,NPK,48,137,
Bael,Kalyan Sona,Rabi,Clayey,6.5,High,24,330,75,Madhya Pradesh,November,September,152,Blight,Chemical Pesticide,Potash,60,137,
Bael,Deccan 103,Kharif,Black Soil,6.6,High,22,1104,65,Punjab,March,January,87,Blight,Neem Oil Spray,Compost,68,88,
Bael,Bunny Bt,Rabi,Loamy,5.9,Medium,32,2078,58,Karnataka,March,January,194,Bacterial Blight,Integrated Pest Management,DAP,97,36,
Bael,Pusa Kesar,Rabi,Alluvial,7.6,Low,35,1742,86,Haryana,January,April,107,Wilt,Biological Control,NPK,65,16,
Bael,Pusa Chetki,Annual,Clayey,6.9,High,38,1740,63,Karnataka,October,July,105,Mildew,Chemical Pesticide,Nitrogen,87,120,
Ber,Arka Nidhi,Zaid,Black Soil,6.3,High,30,1060,88,Odisha,December,August,199,Wilt,Crop Rotation,Nitrogen,51,72,
Ber,CSH 14,Rabi,Alluvial,7.2,Low,30,1259,54,Uttar Pradesh,May,July,166,Bacterial Blight,Integrated Pest Management,NPK,27,70,
Ber,HD 3086,Zaid,Sandy Loam,7.1,High,28,923,67,Kerala,May,March,115,Wilt,Crop Rotation,Potash,100,35,
Ber,LBG 20,Zaid,Black Soil,6,High,30,2079,67,Madhya Pradesh,June,November,134,Wilt,Neem Oil Spray,NPK,39,110,
Ber,Golden Acre,Rabi,Black Soil,6.4,Medium,28,391,79,West Bengal,June,October,163,Rust,Neem Oil Spray,NPK,95,84,
Ber,Rohini,Zaid,Black Soil,5.6,Low,31,699,71,Haryana,July,December,74,Mildew,Neem Oil Spray,Nitrogen,68,127,
Ber,Samba Mahsuri,Zaid,Alluvial,7.4,High,18,1049,90,Haryana,April,August,88,Wilt,Chemical Pesticide,Compost,57,90,
Ber,Pusa Drumhead,Annual,Black Soil,5.9,Low,26,561,84,Kerala,August,October,133,Blight,Chemical Pesticide,NPK,52,113,
Ber,Pusa Bold,Zaid,Alluvial,7.1,Low,20,1191,59,Odisha,May,October,118,Mildew,Neem Oil Spray,Compost,44,92,
Ber,ML 365,Rabi,Black Soil,5.6,Medium,37,839,60,Haryana,April,October,86,Wilt,Neem Oil Spray,Nitrogen,101,84,
Karonda,Pusa Sawani,Zaid,Clayey,7.7,Low,31,577,64,Karnataka,October,August,105,Blight,Crop Rotation,Compost,67,77,
Karonda,Pusa Chetki,Rabi,Alluvial,5.8,Low,20,1963,90,West Bengal,September,May,156,Leaf Spot,Crop Rotation,Potash,82,35,
Karonda,Varuna,Kharif,Sandy Loam,5.6,Medium,29,1000,67,Punjab,March,February,188,Rust,Crop Rotation,Nitrogen,107,45,
Karonda,Golden Acre,Rabi,Black Soil,6.7,High,36,608,47,Madhya Pradesh,August,January,149,Blight,Integrated Pest Management,Compost,118,144,
Karonda,Rohini,Kharif,Sandy Loam,7.1,Low,36,940,88,Bihar,May,June,85,Leaf Spot,Neem Oil Spray,Potash,113,41,
Karonda,GHB 558,Annual,Black Soil,6.6,Low,26,1957,76,Gujarat,April,June,134,Rust,Neem Oil Spray,DAP,87,36,
Karonda,HQPM 1,Rabi,Black Soil,7.3,Medium,23,1801,66,Madhya Pradesh,August,November,200,Bacterial Blight,Chemical Pesticide,Compost,102,111,
Karonda,TMV 7,Rabi,Black Soil,7.1,Medium,37,344,46,Tamil Nadu,October,January,83,Mildew,Chemical Pesticide,Nitrogen,103,137,
Karonda,ADT 43,Zaid,Alluvial,5.6,Low,33,1269,73,Telangana,May,May,92,Mildew,Chemical Pesticide,Nitrogen,44,38,
Karonda,LBG 20,Rabi,Loamy,6.6,Medium,18,1797,52,Andhra Pradesh,August,May,131,Wilt,Chemical Pesticide,DAP,67,136,
Wood Apple,LBG 20,Rabi,Sandy Loam,5.9,High,24,1083,54,Bihar,October,December,124,Leaf Spot,Neem Oil Spray,Compost,76,115,
Wood Apple,TC 25,Rabi,Alluvial,6.1,High,21,1580,81,Telangana,July,July,102,Wilt,Integrated Pest Management,NPK,50,135,
Wood Apple,Pusa Bold,Rabi,Black Soil,5.6,Low,27,1009,64,Andhra Pradesh,January,September,178,Blight,Neem Oil Spray,Compost,118,56,
Wood Apple,Asha,Annual,Black Soil,6.2,Low,32,794,80,Tamil Nadu,June,January,86,Rust,Chemical Pesticide,Compost,77,38,
Wood Apple,Pusa Rohini,Annual,Black Soil,5.7,Low,20,1499,80,Gujarat,April,January,95,Leaf Spot,Integrated Pest Management,DAP,70,29,
Wood Apple,KBSH 41,Zaid,Black Soil,7.6,Low,28,2149,87,Punjab,September,August,187,Rust,Neem Oil Spray,Compost,87,110,
Wood Apple,Varuna,Annual,Sandy Loam,6.9,Low,18,663,54,Punjab,May,August,85,Bacterial Blight,Chemical Pesticide,Potash,48,79,
Wood Apple,RHB 121,Rabi,Alluvial,6,High,18,817,44,Rajasthan,November,October,105,Wilt,Neem Oil Spray,NPK,110,16,
Wood Apple,Co 0238,Zaid,Alluvial,5.8,High,37,667,48,Gujarat,April,February,148,Rust,Biological Control,Nitrogen,106,91,
Wood Apple,T 13,Annual,Loamy,6.2,Low,31,1159,75,Madhya Pradesh,September,April,199,Rust,Crop Rotation,Potash,35,122,
Starfruit,Pusa Kranti,Kharif,Clayey,7.7,High,30,1714,85,Rajasthan,June,March,174,Mildew,Neem Oil Spray,NPK,44,33,
Starfruit,T9,Annual,Loamy,7.4,High,36,1888,81,Maharashtra,February,January,71,Mildew,Integrated Pest Management,NPK,89,85,
Starfruit,Pant U 19,Kharif,Sandy Loam,6.1,Medium,26,1672,45,Haryana,May,July,159,Bacterial Blight,Chemical Pesticide,Potash,98,137,
Starfruit,Samba Mahsuri,Zaid,Black Soil,7.5,Medium,22,1798,70,West Bengal,December,December,179,Bacterial Blight,Neem Oil Spray,DAP,83,49,
Starfruit,Pusa Sawani,Annual,Sandy Loam,6,Low,21,978,50,Andhra Pradesh,June,January,106,Mildew,Neem Oil Spray,Compost,113,90,
Starfruit,CSH 16,Annual,Clayey,7.1,Medium,28,984,56,Uttar Pradesh,July,December,150,Blight,Chemical Pesticide,DAP,42,91,
Starfruit,Varuna,Kharif,Black Soil,7.3,High,26,420,83,Andhra Pradesh,September,February,168,Rust,Biological Control,DAP,30,42,
Starfruit,HHB 67,Kharif,Sandy Loam,6.8,High,29,835,58,Maharashtra,December,January,74,Leaf Spot,Crop Rotation,Potash,95,115,
Starfruit,Arka Rakshak,Rabi,Loamy,7.4,High,29,488,52,Kerala,February,May,148,Blight,Chemical Pesticide,Compost,51,26,
Starfruit,Pusa Purple Long,Rabi,Black Soil,7.3,High,35,927,68,Maharashtra,June,March,156,Mildew,Neem Oil Spray,Compost,40,110,
Avocado,GHB 558,Zaid,Sandy Loam,5.8,Medium,20,1568,61,Madhya Pradesh,October,October,61,Rust,Chemical Pesticide,Potash,108,55,
Avocado,PL 639,Kharif,Loamy,6.7,Low,21,1542,63,Uttar Pradesh,April,July,131,Leaf Spot,Integrated Pest Management,DAP,78,77,
Avocado,Mallika Bt,Kharif,Loamy,7.2,Low,35,475,68,Tamil Nadu,July,February,140,Wilt,Integrated Pest Management,NPK,63,69,
Avocado,JS 95-60,Rabi,Alluvial,7.2,Low,30,1259,54,Uttar Pradesh,May,July,166,Bacterial Blight,Integrated Pest Management,NPK,27,70,
Avocado,HHB 67,Kharif,Sandy Loam,5.7,Medium,19,2115,43,Maharashtra,June,March,157,Rust,Integrated Pest Management,Potash,114,42,
Avocado,LBG 20,Zaid,Loamy,6.8,Low,25,354,55,Uttar Pradesh,September,October,197,Mildew,Chemical Pesticide,Potash,34,82,
Avocado,KBSH 1,Kharif,Black Soil,6.3,High,35,640,76,Odisha,March,November,71,Blight,Neem Oil Spray,Potash,90,43,
Avocado,RD 2035,Annual,Clayey,6.3,Low,20,2159,48,Gujarat,June,April,144,Rust,Integrated Pest Management,Potash,26,38,
Avocado,KBSH 41,Zaid,Alluvial,5.8,Low,32,2055,85,West Bengal,January,March,104,Mildew,Chemical Pesticide,DAP,107,136,
Avocado,ML 365,Rabi,Sandy Loam,6.4,Medium,30,354,83,Rajasthan,December,August,197,Rust,Chemical Pesticide,Nitrogen,109,120,
Fig,RD 2552,Rabi,Black Soil,7.7,High,38,977,56,Punjab,December,July,149,Rust,Biological Control,Nitrogen,37,107,
Fig,CSH 16,Annual,Alluvial,7.2,High,36,927,65,Uttar Pradesh,March,June,139,Blight,Chemical Pesticide,NPK,84,70,
Fig,HHB 67,Annual,Clayey,5.9,Low,34,1869,72,Maharashtra,April,May,77,Blight,Chemical Pesticide,Nitrogen,51,96,
Fig,Bhima Super,Zaid,Black Soil,6.4,High,24,433,83,Rajasthan,July,June,92,Rust,Chemical Pesticide,Potash,81,123,
Fig,PBW 343,Zaid,Alluvial,6.5,Medium,37,1503,61,Uttar Pradesh,October,January,125,Mildew,Chemical Pesticide,Nitrogen,62,59,
Fig,RHB 121,Zaid,Sandy Loam,5.8,Low,24,1705,71,Punjab,June,July,115,Blight,Neem Oil Spray,Nitrogen,66,78,
Fig,Golden Acre,Annual,Loamy,6.4,Low,25,1830,57,Rajasthan,January,July,135,Bacterial Blight,Chemical Pesticide,NPK,60,30,
Fig,CSH 14,Zaid,Sandy Loam,6.2,High,38,997,74,Tamil Nadu,February,December,158,Wilt,Crop Rotation,Potash,84,83,
Fig,MACS 450,Zaid,Alluvial,7.1,High,26,300,74,Uttar Pradesh,January,December,136,Rust,Crop Rotation,NPK,113,66,
Fig,Pusa 256,Annual,Black Soil,6.7,Medium,28,1559,69,Bihar,November,March,87,Mildew,Biological Control,DAP,73,19,
Mulberry,CSH 14,Rabi,Loamy,5.6,Medium,19,479,45,West Bengal,April,December,111,Bacterial Blight,Crop Rotation,Compost,41,14,
Mulberry,RT 46,Annual,Sandy Loam,6.6,Low,38,820,78,Rajasthan,May,March,122,Bacterial Blight,Chemical Pesticide,Compost,101,96,
Mulberry,HD 2967,Zaid,Sandy Loam,6.9,Medium,20,960,85,West Bengal,October,December,167,Mildew,Crop Rotation,NPK,111,106,
Mulberry,RD 2552,Annual,Alluvial,5.9,Low,35,1848,50,Tamil Nadu,May,December,90,Rust,Crop Rotation,NPK,31,140,
Mulberry,Deccan 103,Zaid,Alluvial,6.5,Medium,37,1503,61,Uttar Pradesh,October,January,125,Mildew,Chemical Pesticide,Nitrogen,62,59,
Mulberry,Kufri Bahar,Zaid,Alluvial,6.5,Medium,37,1503,61,Uttar Pradesh,October,January,125,Mildew,Chemical Pesticide,Nitrogen,62,59,
Mulberry,Nantes,Rabi,Sandy Loam,6.6,Low,28,1620,44,Telangana,January,May,109,Leaf Spot,Chemical Pesticide,DAP,78,13,
Mulberry,PBW 343,Annual,Clayey,5.8,Low,31,912,71,Gujarat,July,April,111,Mildew,Integrated Pest Management,NPK,35,47,
Mulberry,Pusa Basmati 1509,Kharif,Sandy Loam,6.1,High,27,744,68,Uttar Pradesh,August,November,78,Mildew,Chemical Pesticide,Nitrogen,84,33,
Mulberry,Pusa Red,Annual,Clayey,6.7,High,25,818,51,Telangana,July,June,125,Bacterial Blight,Biological Control,Potash,99,86,
Rambutan,Pusa Masoor 5,Rabi,Black Soil,7.1,Low,23,732,76,Karnataka,December,March,79,Mildew,Chemical Pesticide,NPK,107,128,
Rambutan,Pusa Red,Zaid,Clayey,6.5,Medium,29,1941,44,Andhra Pradesh,September,February,142,Bacterial Blight,Biological Control,Potash,76,19,
Rambutan,PL 639,Zaid,Clayey,5.7,Low,18,485,85,Maharashtra,August,July,165,Bacterial Blight,Chemical Pesticide,Compost,48,28,
Rambutan,HHB 67,Rabi,Alluvial,7.2,Medium,21,1966,53,Andhra Pradesh,October,September,200,Blight,Crop Rotation,NPK,36,112,
Rambutan,RT 46,Annual,Alluvial,6.3,Low,34,480,78,Punjab,October,September,83,Rust,Integrated Pest Management,DAP,117,117,
Rambutan,Pusa Bold,Zaid,Black Soil,5.8,Medium,34,1861,58,Rajasthan,March,September,76,Mildew,Crop Rotation,Nitrogen,94,88,
Rambutan,RHB 121,Zaid,Loamy,5.9,Medium,27,1080,52,Odisha,January,September,117,Wilt,Neem Oil Spray,NPK,21,107,
Rambutan,DPL 62,Rabi,Sandy Loam,7.5,Medium,35,1164,78,Gujarat,November,July,195,Bacterial Blight,Biological Control,Nitrogen,36,117,
Rambutan,ADT 43,Annual,Alluvial,7.2,High,19,1699,66,Uttar Pradesh,August,November,125,Bacterial Blight,Crop Rotation,Compost,85,22,
Rambutan,Vijay,Rabi,Sandy Loam,5.7,Low,38,1684,48,Punjab,January,December,91,Wilt,Chemical Pesticide,Nitrogen,59,62,
Longan,MTU1010,Rabi,Alluvial,6.4,Low,27,1573,47,Haryana,March,October,105,Rust,Chemical Pesticide,Potash,30,93,
Longan,Arka Vikas,Annual,Black Soil,7.1,Medium,32,1547,75,Telangana,October,April,192,Rust,Crop Rotation,Compost,21,83,
Longan,Samba Mahsuri,Zaid,Black Soil,6.1,Medium,32,1124,63,Andhra Pradesh,December,December,144,Bacterial Blight,Crop Rotation,Potash,67,124,
Longan,Pusa Ruby,Zaid,Loamy,7.7,Low,38,1022,73,Karnataka,March,April,198,Mildew,Chemical Pesticide,DAP,70,23,
Longan,GG 20,Kharif,Alluvial,6.3,Medium,33,2176,57,Gujarat,July,June,84,Rust,Biological Control,Nitrogen,39,29,
Longan,Kufri Chipsona 1,Rabi,Black Soil,7.7,Medium,22,1368,72,Karnataka,March,June,78,Mildew,Crop Rotation,Compost,79,49,
Longan,Arka Shirish,Rabi,Loamy,5.8,Medium,36,1187,51,Haryana,January,May,130,Leaf Spot,Neem Oil Spray,Compost,63,111,
Longan,Kalyan Sona,Kharif,Clayey,6.2,High,35,1626,47,Haryana,December,December,63,Bacterial Blight,Biological Control,NPK,98,28,
Longan,Co 86032,Zaid,Loamy,7.7,Low,38,1022,73,Karnataka,March,April,198,Mildew,Chemical Pesticide,DAP,70,23,
Longan,Japanese White,Kharif,Clayey,5.6,High,29,1954,57,Haryana,November,October,174,Bacterial Blight,Chemical Pesticide,Compost,49,39,
Persimmon,Pusa Rohini,Annual,Loamy,6.2,Low,38,366,43,Andhra Pradesh,March,November,163,Blight,Neem Oil Spray,DAP,83,127,
Persimmon,HHB 67,Zaid,Sandy Loam,7.5,Low,38,364,40,Gujarat,December,October,199,Bacterial Blight,Crop Rotation,Nitrogen,29,86,
Persimmon,TMV 7,Rabi,Sandy Loam,5.7,Low,34,490,68,Odisha,June,May,96,Bacterial Blight,Crop Rotation,Nitrogen,69,26,
Persimmon,ICPL 87119,Zaid,Clayey,7.7,High,20,1185,86,Andhra Pradesh,February,April,160,Bacterial Blight,Integrated Pest Management,Potash,38,120,
Persimmon,Pusa Vishal,Rabi,Sandy Loam,6.2,Low,25,910,40,Madhya Pradesh,August,November,200,Leaf Spot,Chemical Pesticide,Nitrogen,35,43,
Persimmon,NCS 145 Bt,Kharif,Alluvial,7.4,Medium,35,1171,90,Madhya Pradesh,August,June,170,Bacterial Blight,Crop Rotation,Potash,46,147,
Persimmon,TAG 24,Rabi,Alluvial,5.6,Low,28,829,48,Punjab,December,January,68,Blight,Biological Control,Compost,56,62,
Persimmon,Pusa Basmati 1509,Zaid,Sandy Loam,5.6,High,26,792,64,Maharashtra,May,December,178,Rust,Crop Rotation,Nitrogen,61,127,
Persimmon,Pusa Masoor 5,Kharif,Black Soil,6.5,High,28,438,55,Uttar Pradesh,May,May,101,Bacterial Blight,Integrated Pest Management,DAP,45,46,
Persimmon,Arka Anamika,Rabi,Clayey,5.8,Low,34,1883,51,Tamil Nadu,February,April,150,Mildew,Chemical Pesticide,Nitrogen,31,13,
Dragon Fruit,RHB 121,Zaid,Clayey,7,Low,28,496,86,Telangana,February,January,127,Leaf Spot,Neem Oil Spray,DAP,94,127,
Dragon Fruit,PBW 343,Rabi,Alluvial,6.5,Low,38,812,85,Haryana,September,December,171,Bacterial Blight,Neem Oil Spray,Nitrogen,74,57,
Dragon Fruit,HQPM 1,Kharif,Sandy Loam,7.2,Low,32,1077,45,Kerala,August,December,188,Rust,Biological Control,NPK,104,52,
Dragon Fruit,DHM 117,Rabi,Alluvial,7.5,High,29,495,45,Maharashtra,January,October,181,Blight,Integrated Pest Management,DAP,117,16,
Dragon Fruit,Morden,Rabi,Clayey,5.6,Medium,22,1288,52,Maharashtra,October,January,154,Bacterial Blight,Crop Rotation,NPK,115,68,
Dragon Fruit,ADT 43,Kharif,Loamy,7.6,Low,25,1435,42,Odisha,July,May,130,Leaf Spot,Biological Control,NPK,90,89,
Dragon Fruit,Pusa Ruby,Annual,Clayey,7.6,Medium,26,637,85,Rajasthan,October,July,159,Leaf Spot,Integrated Pest Management,NPK,45,118,
Dragon Fruit,Mallika Bt,Rabi,Alluvial,6.7,Low,23,1704,50,Karnataka,January,June,159,Rust,Biological Control,Nitrogen,39,132,
Dragon Fruit,Pusa Chetki,Annual,Black Soil,6,Medium,34,409,83,Uttar Pradesh,October,July,168,Wilt,Biological Control,Potash,119,49,
Dragon Fruit,Pant U 19,Zaid,Black Soil,6,Low,27,1784,41,Kerala,February,February,104,Bacterial Blight,Crop Rotation,Potash,86,27,
Passion Fruit,Indaf 9,Kharif,Black Soil,6.8,Low,29,2003,45,Uttar Pradesh,October,November,135,Rust,Crop Rotation,Potash,115,72,
Passion Fruit,GPU 28,Zaid,Alluvial,7.6,Medium,35,1764,55,Uttar Pradesh,February,July,170,Bacterial Blight,Integrated Pest Management,Potash,29,142,
Passion Fruit,ADT 43,Annual,Clayey,7.7,Low,24,2068,82,Bihar,February,April,111,Rust,Crop Rotation,Potash,74,103,
Passion Fruit,Kufri Bahar,Rabi,Alluvial,6.1,Low,37,591,85,Uttar Pradesh,June,January,118,Leaf Spot,Biological Control,DAP,115,61,
Passion Fruit,Pusa Red,Annual,Sandy Loam,6.4,Medium,31,1383,44,Karnataka,March,May,135,Mildew,Crop Rotation,Nitrogen,70,56,
Passion Fruit,IR64,Annual,Loamy,6.4,Low,32,703,88,Gujarat,November,February,109,Mildew,Chemical Pesticide,DAP,74,82,
Passion Fruit,UPAS 120,Rabi,Black Soil,6,Low,25,1262,53,Rajasthan,January,July,70,Blight,Neem Oil Spray,Compost,79,146,
Passion Fruit,JL 24,Rabi,Black Soil,6.4,High,23,947,61,Gujarat,April,June,135,Mildew,Biological Control,DAP,60,84,
Passion Fruit,Pratap Makka 5,Zaid,Sandy Loam,6,Medium,27,1660,54,Kerala,July,September,142,Blight,Chemical Pesticide,Compost,115,47,
Passion Fruit,Pusa Masoor 5,Annual,Loamy,7.6,Low,33,990,64,Uttar Pradesh,November,September,178,Rust,Integrated Pest Management,Potash,57,79,
Gooseberry,T 13,Annual,Black Soil,6.5,High,21,777,72,Bihar,May,September,144,Bacterial Blight,Neem Oil Spray,Compost,79,102,
Gooseberry,JG 14,Kharif,Loamy,6.9,Low,24,605,67,Madhya Pradesh,March,August,93,Wilt,Biological Control,Compost,95,13,
Gooseberry,Pant U 19,Zaid,Alluvial,7.4,High,22,2136,67,Gujarat,May,July,131,Leaf Spot,Neem Oil Spray,NPK,38,39,
Gooseberry,PBW 343,Rabi,Loamy,7.2,High,31,1518,64,Kerala,January,December,178,Rust,Chemical Pesticide,Potash,71,17,
Gooseberry,GPU 28,Rabi,Sandy Loam,7.5,Medium,25,992,63,Andhra Pradesh,March,February,127,Bacterial Blight,Crop Rotation,Potash,27,94,
Gooseberry,LBG 20,Zaid,Loamy,5.9,Medium,27,1080,52,Odisha,January,September,117,Wilt,Neem Oil Spray,NPK,21,107,
Gooseberry,Kalyan Sona,Kharif,Sandy Loam,6.2,Medium,30,1246,90,Karnataka,June,July,200,Leaf Spot,Crop Rotation,DAP,90,61,
Gooseberry,Pusa Vishal,Rabi,Black Soil,7,Medium,29,524,45,Telangana,June,August,81,Bacterial Blight,Crop Rotation,Compost,111,144,
Gooseberry,Vivek QPM 9,Zaid,Black Soil,6,Low,27,1784,41,Kerala,February,February,104,Bacterial Blight,Crop Rotation,Potash,86,27,
Gooseberry,Arka Shirish,Kharif,Alluvial,7.5,Low,21,1686,45,Punjab,March,January,172,Bacterial Blight,Chemical Pesticide,Potash,108,48,
Breadfruit,Pusa Rohini,Kharif,Clayey,7,Medium,28,702,77,Punjab,January,October,65,Mildew,Crop Rotation,DAP,39,64,
Breadfruit,TMV 7,Rabi,Loamy,7,High,22,1429,57,Andhra Pradesh,April,November,169,Blight,Crop Rotation,Compost,23,66,
Breadfruit,WH 1105,Kharif,Clayey,7.7,Low,26,1395,76,Telangana,September,May,167,Mildew,Crop Rotation,Compost,105,30,
Breadfruit,Rohini,Zaid,Clayey,7.1,High,28,937,67,Bihar,June,August,130,Rust,Crop Rotation,DAP,52,109,
Breadfruit,PDM 139,Kharif,Loamy,7.1,Low,26,1776,66,Maharashtra,August,September,147,Mildew,Biological Control,DAP,38,95,
Breadfruit,DHM 117,Rabi,Loamy,6.1,Medium,24,825,74,Madhya Pradesh,October,March,144,Bacterial Blight,Integrated Pest Management,Nitrogen,103,127,
Breadfruit,Arka Anamika,Kharif,Clayey,7.7,Medium,19,951,78,Telangana,April,February,172,Blight,Crop Rotation,Nitrogen,110,13,
Breadfruit,Varsha Uphar,Rabi,Alluvial,6.8,Low,23,405,54,Maharashtra,August,June,193,Mildew,Biological Control,Potash,88,70,
Breadfruit,Vivek QPM 9,Kharif,Clayey,5.6,High,29,1954,57,Haryana,November,October,174,Bacterial Blight,Chemical Pesticide,Compost,49,39,
Breadfruit,Maruti,Annual,Loamy,7.2,High,23,1571,84,Kerala,May,August,188,Wilt,Neem Oil Spray,Nitrogen,52,134,
Colocasia,Co 0238,Rabi,Alluvial,7.6,Low,35,1742,86,Haryana,January,April,107,Wilt,Biological Control,NPK,65,16,
Colocasia,T 13,Rabi,Black Soil,6.9,Medium,28,1578,44,Punjab,March,August,189,Bacterial Blight,Neem Oil Spray,DAP,108,109,
Colocasia,JS 335,Rabi,Loamy,7,High,27,1914,53,Maharashtra,January,July,107,Mildew,Crop Rotation,Compost,55,34,
Colocasia,ICTP 8203,Rabi,Sandy Loam,6.2,Medium,19,1912,53,Kerala,May,May,173,Rust,Crop Rotation,DAP,39,15,
Colocasia,Pusa 256,Zaid,Sandy Loam,5.7,Low,19,1315,46,Haryana,September,August,82,Rust,Biological Control,Nitrogen,87,107,
Colocasia,NCS 145 Bt,Kharif,Clayey,6,Low,18,1391,53,Odisha,June,January,196,Mildew,Chemical Pesticide,Potash,28,128,
Colocasia,Asha,Rabi,Sandy Loam,7,Low,28,757,65,Andhra Pradesh,November,August,151,Blight,Chemical Pesticide,Potash,99,143,
Colocasia,GPU 45,Kharif,Alluvial,6.5,High,18,1924,84,Rajasthan,January,March,197,Rust,Neem Oil Spray,Nitrogen,41,35,
Colocasia,Maruti,Kharif,Sandy Loam,7,Medium,25,1875,70,Telangana,July,February,134,Wilt,Chemical Pesticide,NPK,47,32,
Colocasia,JS 95-60,Zaid,Alluvial,6,High,27,1502,48,Kerala,July,August,86,Wilt,Integrated Pest Management,DAP,65,59,
Yam,Nantes,Annual,Sandy Loam,6.6,Low,26,1331,64,Rajasthan,April,October,163,Leaf Spot,Chemical Pesticide,Compost,50,45,
Yam,PDM 139,Zaid,Clayey,7,Medium,29,1121,81,Rajasthan,May,May,192,Leaf Spot,Integrated Pest Management,Potash,36,51,
Yam,Pusa 256,Annual,Alluvial,5.8,Low,27,664,56,Bihar,November,November,112,Leaf Spot,Crop Rotation,NPK,107,54,
Yam,Morden,Annual,Black Soil,6.2,High,26,1507,71,West Bengal,November,July,78,Wilt,Chemical Pesticide,NPK,23,15,
Yam,Pusa Rohini,Kharif,Clayey,7,Low,25,669,75,Uttar Pradesh,February,September,90,Leaf Spot,Integrated Pest Management,Compost,81,128,
Yam,KBSH 41,Rabi,Loamy,7.5,High,18,355,59,Maharashtra,June,December,191,Leaf Spot,Biological Control,Compost,117,67,
Yam,Arka Shirish,Rabi,Alluvial,6.7,Low,23,1704,50,Karnataka,January,June,159,Rust,Biological Control,Nitrogen,39,132,
Yam,ML 365,Zaid,Alluvial,5.7,Low,33,1983,51,Kerala,June,September,77,Leaf Spot,Chemical Pesticide,Compost,32,13,
Yam,NRC 37,Kharif,Black Soil,7.4,Medium,36,575,88,Uttar Pradesh,July,January,177,Blight,Chemical Pesticide,Compost,106,111,
Yam,Pusa Kranti,Annual,Clayey,6.7,Medium,31,582,66,Tamil Nadu,December,February,93,Rust,Crop Rotation,Potash,32,64,
Elephant Foot Yam,PDM 139,Kharif,Alluvial,5.6,High,18,414,82,Karnataka,February,November,150,Leaf Spot,Chemical Pesticide,DAP,47,107,
Elephant Foot Yam,Arka Vikas,Rabi,Black Soil,6.1,Low,26,894,82,Gujarat,September,March,138,Leaf Spot,Crop Rotation,DAP,60,49,
Elephant Foot Yam,CSV 15,Rabi,Loamy,5.8,Medium,36,1478,90,Andhra Pradesh,December,November,118,Rust,Neem Oil Spray,Potash,63,133,
Elephant Foot Yam,LBG 20,Rabi,Loamy,6.1,High,19,736,80,Rajasthan,March,February,150,Leaf Spot,Biological Control,Potash,102,86,
Elephant Foot Yam,Kufri Bahar,Annual,Loamy,5.6,High,28,1733,57,Telangana,June,April,126,Blight,Crop Rotation,Compost,21,108,
Elephant Foot Yam,RT 46,Annual,Black Soil,7.2,High,34,571,46,Gujarat,April,March,154,Blight,Chemical Pesticide,Nitrogen,79,13,
Elephant Foot Yam,JS 95-60,Kharif,Sandy Loam,6.7,Medium,18,1622,82,Karnataka,November,October,103,Leaf Spot,Crop Rotation,NPK,87,17,
Elephant Foot Yam,Ganga 5,Annual,Sandy Loam,6,Low,21,978,50,Andhra Pradesh,June,January,106,Mildew,Neem Oil Spray,Compost,113,90,
Elephant Foot Yam,Pusa Rohini,Zaid,Loamy,5.9,Medium,27,1080,52,Odisha,January,September,117,Wilt,Neem Oil Spray,NPK,21,107,
Elephant Foot Yam,Pusa Bold,Kharif,Loamy,7.6,Low,37,2015,87,Madhya Pradesh,February,May,75,Wilt,Biological Control,NPK,120,38,
Turnip,RD 2552,Zaid,Black Soil,7.6,Low,34,945,63,Andhra Pradesh,August,June,96,Mildew,Chemical Pesticide,DAP,60,12,
Turnip,Kadiri 6,Rabi,Loamy,7.4,High,29,488,52,Kerala,February,May,148,Blight,Chemical Pesticide,Compost,51,26,
Turnip,DPL 62,Rabi,Black Soil,7.1,Low,23,732,76,Karnataka,December,March,79,Mildew,Chemical Pesticide,NPK,107,128,
Turnip,Kufri Jyoti,Annual,Clayey,6,Low,26,419,55,Odisha,July,February,187,Blight,Chemical Pesticide,Potash,22,141,
Turnip,Vijay,Zaid,Alluvial,6.1,High,22,1923,50,Telangana,January,October,91,Bacterial Blight,Neem Oil Spray,Potash,90,52,
